group	index	message_id	japanese	machine_english_reference	professional_translation	translator_notes	control_signature	english_cpu_pointer	english_bytes	japanese_symbols
00	4C	0x004C	<INSERT_B>は たいきゃくした<WAIT>	<INSERT_B> retreated.<WAIT>			INSERT_B WAIT END	EA:13D4	CA 01 72 65 74 72 65 61 74 65 64 2E C5 C0	1CA 029 001 01F 011 016 03F 017 01B 01F 1C5 1C0
00	4D	0x004D	<INSERT_B>が おそってきた	<INSERT_B> attacked!			INSERT_B END	EA:13E2	CA 01 61 74 74 61 63 6B 65 64 21 C0	1CA 084 015 001 014 01E 03E 022 016 01F 1C0
00	4E	0x004E	にげられない ざんねんです<WAIT>	No escape. Too bad.<WAIT>			WAIT END	EA:13EE	4E 6F 01 65 73 63 61 70 65 2E 01 54 6F 6F 01 62 61 64 2E C5 C0	025 084 018 036 039 024 011 001 084 01A 03D 027 03D 084 022 01C 1C5 1C0
00	4F	0x004F	<INSERT_B>は きあいをいれている	"<INSERT_B>
is psyching up."			INSERT_B NEWLINE END	EA:1403	CA C8 69 73 01 70 73 79 63 68 69 6E 67 01 75 70 2E C0	1CA 029 001 016 010 011 03C 011 039 022 011 038 1C0
00	50	0x0050	しかし くちがひらかず まじゅつはつかえない	"But its mouth won't
open. It can't cast magic."			NEWLINE END	EA:1415	42 75 74 01 69 74 73 01 6D 6F 75 74 68 01 77 6F 6E 27 74 C8 6F 70 65 6E 2E 01 49 74 01 63 61 6E 27 74 01 63 61 73 74 01 6D 61 67 69 63 2E C0	01B 015 01B 001 017 020 084 015 02A 036 015 084 01C 001 02E 084 01B 040 021 029 021 015 013 024 011 1C0
00	51	0x0051	しかし のろいで まじゅつがつかえない	But a curse prevents magic.			END	EA:1444	42 75 74 01 61 01 63 75 72 73 65 01 70 72 65 76 65 6E 74 73 01 6D 61 67 69 63 2E C0	01B 015 01B 001 028 03A 011 084 022 001 02E 084 01B 040 021 084 015 021 015 013 024 011 1C0
00	52	0x0052	しかし なにもおこらない	But nothing happened.			END	EA:1460	42 75 74 01 6E 6F 74 68 69 6E 67 01 68 61 70 70 65 6E 65 64 2E C0	01B 015 01B 001 024 025 032 014 019 036 024 011 1C0
00	53	0x0053	しかし まじゅつは いまは つかえない	"But magic can't
be used right now."			NEWLINE END	EA:1476	42 75 74 01 6D 61 67 69 63 01 63 61 6E 27 74 C8 62 65 01 75 73 65 64 01 72 69 67 68 74 01 6E 6F 77 2E C0	01B 015 01B 001 02E 084 01B 040 021 029 001 011 02E 029 001 021 015 013 024 011 1C0
00	54	0x0054	<INSERT_A>は あとかたもなく ちった	"<INSERT_A>
vanished without a trace."			INSERT_A NEWLINE END	EA:1499	C4 C8 76 61 6E 69 73 68 65 64 01 77 69 74 68 6F 75 74 01 61 01 74 72 61 63 65 2E C0	1C4 029 001 010 023 015 01F 032 024 017 001 020 03E 01F 1C0
00	55	0x0055	<INSERT_B>は まわりが なにも みえない	"<INSERT_B> can't
see anything around them."			INSERT_B NEWLINE END	EA:14B5	CA 01 63 61 6E 27 74 C8 73 65 65 01 61 6E 79 74 68 69 6E 67 01 61 72 6F 75 6E 64 01 74 68 65 6D 2E C0	1CA 029 001 02E 03B 037 084 015 001 024 025 032 001 02F 013 024 011 1C0
00	56	0x0056	<INSERT_B>は しっぽをふっている	"<INSERT_B>
is wagging its tail."			INSERT_B NEWLINE END	EA:14D7	CA C8 69 73 01 77 61 67 67 69 6E 67 01 69 74 73 01 74 61 69 6C 2E C0	1CA 029 001 01B 03E 083 02D 03C 02B 03E 022 011 038 1C0
00	57	0x0057	<INSERT_B>は とっしんした	<INSERT_B> charged!			INSERT_B END	EA:14EE	CA 01 63 68 61 72 67 65 64 21 C0	1CA 029 001 023 03E 01B 03D 01B 01F 1C0
00	58	0x0058	<INSERT_B>は でんげきを はっした	"<INSERT_B>
unleashed an electric shock!"			INSERT_B NEWLINE END	EA:14F9	CA C8 75 6E 6C 65 61 73 68 65 64 01 61 6E 01 65 6C 65 63 74 72 69 63 01 73 68 6F 63 6B 21 C0	1CA 029 001 084 022 03D 084 018 016 03C 001 029 03E 01B 01F 1C0
00	59	0x0059	<INSERT_B>の でんげきは あたらなかった	"<INSERT_B>'s
shock missed."			INSERT_B NEWLINE END	EA:1518	CA 27 73 C8 73 68 6F 63 6B 01 6D 69 73 73 65 64 2E C0	1CA 028 001 084 022 03D 084 018 016 029 001 010 01F 036 024 015 03E 01F 1C0
00	5A	0x005A	<INSERT_B>は ぶんしんした	"<INSERT_B>
split into copies!"			INSERT_B NEWLINE END	EA:152A	CA C8 73 70 6C 69 74 01 69 6E 74 6F 01 63 6F 70 69 65 73 21 C0	1CA 029 001 084 02B 03D 01B 03D 01B 01F 1C0
00	5B	0x005B	<INSERT_B>は ぼーっとしている	<INSERT_B> is dazed.			INSERT_B END	EA:153F	CA 01 69 73 01 64 61 7A 65 64 2E C0	1CA 029 001 084 02D 078 03E 023 01B 022 011 038 1C0
00	5C	0x005C	<INSERT_B>は おどった	<INSERT_B> danced.			INSERT_B END	EA:154B	CA 01 64 61 6E 63 65 64 2E C0	1CA 029 001 014 084 023 03E 01F 1C0
00	5D	0x005D	<INSERT_B>は ウォークライをさけんだ	"<INSERT_B>
shouted a war cry!"			INSERT_B NEWLINE END	EA:1555	CA C8 73 68 6F 75 74 65 64 01 61 01 77 61 72 01 63 72 79 21 C0	1CA 029 001 044 077 078 049 068 043 03C 01A 018 03D 084 01F 1C0
00	5E	0x005E	<INSERT_B>は こうげきをよけた	"<INSERT_B>
dodged the attack."			INSERT_B NEWLINE END	EA:156A	CA C8 64 6F 64 67 65 64 01 74 68 65 01 61 74 74 61 63 6B 2E C0	1CA 029 001 019 012 084 018 016 03C 035 018 01F 1C0
00	5F	0x005F	<INSERT_B>が SPを すいとった	"<INSERT_B>
had SP drained away."			INSERT_B NEWLINE END	EA:157F	CA C8 68 61 64 01 53 50 01 64 72 61 69 6E 65 64 01 61 77 61 79 2E C0	1CA 084 015 001 00D 00E 03C 001 01C 011 023 03E 01F 1C0
00	60	0x0060	<INSERT_B>は オロオロとしている	"<INSERT_B>
is panicking."			INSERT_B NEWLINE END	EA:1596	CA C8 69 73 01 70 61 6E 69 63 6B 69 6E 67 2E C0	1CA 029 001 046 06C 046 06C 023 01B 022 011 038 1C0
00	61	0x0061	ひさん だれも たすけにこなかった	How tragic. Nobody came to help.			END	EA:15A6	48 6F 77 01 74 72 61 67 69 63 2E 01 4E 6F 62 6F 64 79 01 63 61 6D 65 01 74 6F 01 68 65 6C 70 2E C0	02A 01A 03D 001 084 01F 039 032 001 01F 01C 018 025 019 024 015 03E 01F 1C0
00	62	0x0062	<INSERT_B>に ぐさっとささって だいダメージ	"<INSERT_B> got
skewered! Huge damage!"			INSERT_B NEWLINE END	EA:15C7	CA 01 67 6F 74 C8 73 6B 65 77 65 72 65 64 21 01 48 75 67 65 01 64 61 6D 61 67 65 21 C0	1CA 025 001 084 017 01A 03E 023 01A 01A 03E 022 001 084 01F 011 084 051 063 078 084 04D 1C0
00	63	0x0063	ぜんぜんにてない ものまねしっぱい	Terrible imitation. Total failure.			END	EA:15E4	54 65 72 72 69 62 6C 65 01 69 6D 69 74 61 74 69 6F 6E 2E 01 54 6F 74 61 6C 01 66 61 69 6C 75 72 65 2E C0	084 01D 03D 084 01D 03D 025 022 024 011 001 032 028 02E 027 01B 03E 083 029 011 1C0
00	64	0x0064	<INSERT_B>は じばくした	"<INSERT_B>
self-destructed!"			INSERT_B NEWLINE END	EA:1607	CA C8 73 65 6C 66 2D 64 65 73 74 72 75 63 74 65 64 21 C0	1CA 029 001 084 01B 084 029 017 01B 01F 1C0
00	65	0x0065	<INSERT_A>を みた ファイト とかいてある	"On <INSERT_A>
it says ""FIGHT""."			INSERT_A NEWLINE END	EA:161A	4F 6E 01 C4 C8 69 74 01 73 61 79 73 01 22 46 49 47 48 54 22 2E C0	1C4 03C 001 02F 01F 001 05D 074 043 055 001 023 015 011 022 010 038 1C0
00	66	0x0066	"エラー
オーティー<NUMBER>のてきはたたかえません"	"ERROR OT<NUMBER>
enemies cannot be fought."			NUMBER NEWLINE END	EA:1630	45 52 52 4F 52 01 4F 54 C2 C8 65 6E 65 6D 69 65 73 01 63 61 6E 6E 6F 74 01 62 65 01 66 6F 75 67 68 74 2E C0	045 068 078 1C8 046 078 054 075 078 1C2 028 022 016 029 01F 01F 015 013 02E 01D 03D 1C0
00	67	0x0067	<INSERT_B>は どくをうけた	"<INSERT_B>
was poisoned."			INSERT_B NEWLINE END	EA:1654	CA C8 77 61 73 01 70 6F 69 73 6F 6E 65 64 2E C0	1CA 029 001 084 023 017 03C 012 018 01F 1C0
00	68	0x0068	<INSERT_B>は しびれてしまった	"<INSERT_B>
was paralyzed."			INSERT_B NEWLINE END	EA:1664	CA C8 77 61 73 01 70 61 72 61 6C 79 7A 65 64 2E C0	1CA 029 001 01B 084 02A 039 022 01B 02E 03E 01F 1C0
00	69	0x0069	<INSERT_B>は ねむらされた	"<INSERT_B>
was put to sleep."			INSERT_B NEWLINE END	EA:1675	CA C8 77 61 73 01 70 75 74 01 74 6F 01 73 6C 65 65 70 2E C0	1CA 029 001 027 030 036 01A 039 01F 1C0
00	6A	0x006A	<INSERT_B>は めざめた	<INSERT_B> woke up.			INSERT_B END	EA:1689	CA 01 77 6F 6B 65 01 75 70 2E C0	1CA 029 001 031 084 01A 031 01F 1C0
00	6B	0x006B	<INSERT_B>は しびれがとれた	"<INSERT_B>'s
paralysis wore off."			INSERT_B NEWLINE END	EA:1694	CA 27 73 C8 70 61 72 61 6C 79 73 69 73 01 77 6F 72 65 01 6F 66 66 2E C0	1CA 029 001 01B 084 02A 039 084 015 023 039 01F 1C0
00	6C	0x006C	<INSERT_B>は こうげきりょくがアップした	"<INSERT_B>'s
Attack rose."			INSERT_B NEWLINE END	EA:16AC	CA 27 73 C8 41 74 74 61 63 6B 01 72 6F 73 65 2E C0	1CA 029 001 019 012 084 018 016 037 041 017 084 015 042 070 083 05D 01B 01F 1C0
00	6D	0x006D	化け物たちを かたづけた	The monsters are defeated.			END	EA:16BD	54 68 65 01 6D 6F 6E 73 74 65 72 73 01 61 72 65 01 64 65 66 65 61 74 65 64 2E C0	09E 018 08B 01F 020 03C 001 015 01F 084 021 018 01F 1C0
00	6E	0x006E	"おのおの
経験値 <NUMBER>を もらった<WAIT_INPUT>"	"Each party member
gained <NUMBER> EXP.<WAIT_INPUT>"			NEWLINE NUMBER WAIT_INPUT END	EA:16D8	45 61 63 68 01 70 61 72 74 79 01 6D 65 6D 62 65 72 C8 67 61 69 6E 65 64 01 C2 01 45 58 50 2E C9 C0	014 028 014 028 1C8 183 0F3 199 001 1C2 03C 001 032 036 03E 01F 1C9 1C0
00	6F	0x006F	<NUMBER>エンドルを ひろった<WAIT_INPUT>	Picked up <NUMBER> Endol.<WAIT_INPUT>			NUMBER WAIT_INPUT END	EA:16F9	50 69 63 6B 65 64 01 75 70 01 C2 01 45 6E 64 6F 6C 2E C9 C0	1C2 045 06F 084 055 06A 03C 001 02A 03A 03E 01F 1C9 1C0
00	70	0x0070	<INSERT_B>は レベル<NUMBER>にアップ<WAIT>	"<INSERT_B>
reached level <NUMBER>!<WAIT>"			INSERT_B NEWLINE NUMBER WAIT END	EA:170D	CA C8 72 65 61 63 68 65 64 01 6C 65 76 65 6C 01 C2 21 C5 C0	1CA 029 001 06B 084 05E 06A 1C2 025 042 070 083 05D 1C5 1C0
00	71	0x0071	LPの最大値が <NUMBER>ふえた<WAIT>	Max LP increased by <NUMBER>.<WAIT>			NUMBER WAIT END	EA:1721	4D 61 78 01 4C 50 01 69 6E 63 72 65 61 73 65 64 01 62 79 01 C2 2E C5 C0	00C 00E 028 18A 0AC 199 084 015 001 1C2 02B 013 01F 1C5 1C0
00	72	0x0072	<INSERT_B>の魔術を覚えた<WAIT>	"Learned the spell
<INSERT_B>!<WAIT>"			NEWLINE INSERT_B WAIT END	EA:1739	4C 65 61 72 6E 65 64 01 74 68 65 01 73 70 65 6C 6C C8 CA 21 C5 C0	1CA 028 09A 16A 03C 17B 013 01F 1C5 1C0
00	73	0x0073	"ひっさつわざ
<INSERT_B>を思いついた<WAIT>"	"Learned special move:
<INSERT_B>!<WAIT>"			NEWLINE INSERT_B WAIT END	EA:174F	4C 65 61 72 6E 65 64 01 73 70 65 63 69 61 6C 01 6D 6F 76 65 3A C8 CA 21 C5 C0	02A 03E 01A 021 03B 084 01A 1C8 1CA 03C 10F 011 021 011 01F 1C5 1C0
00	74	0x0074	"しかし <INSERT_B>は
これ以上 にもつを持てない
にもつをすてますか?"	"But <INSERT_B>
can't carry any more
items. Discard something?"			INSERT_B NEWLINE NEWLINE END	EA:1769	42 75 74 01 CA C8 63 61 6E 27 74 01 63 61 72 72 79 01 61 6E 79 01 6D 6F 72 65 C8 69 74 65 6D 73 2E 01 44 69 73 63 61 72 64 01 73 6F 6D 65 74 68 69 6E 67 3F C0	01B 015 01B 001 1CA 029 1C8 019 039 0F4 128 001 025 032 021 03C 0D3 022 024 011 1C8 025 032 021 03C 01C 022 02E 01C 015 079 1C0
00	75	0x0075	どのにもつを すてますか?	"Which item do you
want to discard?"			NEWLINE END	EA:179E	57 68 69 63 68 01 69 74 65 6D 01 64 6F 01 79 6F 75 C8 77 61 6E 74 01 74 6F 01 64 69 73 63 61 72 64 3F C0	084 023 028 025 032 021 03C 001 01C 022 02E 01C 015 079 1C0
00	76	0x0076	"<INSERT_B>は
<INSERT_A>を とらなかった<WAIT_INPUT>"	"<INSERT_B> did
not take <INSERT_A>.<WAIT_INPUT>"			INSERT_B NEWLINE INSERT_A WAIT_INPUT END	EA:17C1	CA 01 64 69 64 C8 6E 6F 74 01 74 61 6B 65 01 C4 2E C9 C0	1CA 029 1C8 1C4 03C 001 023 036 024 015 03E 01F 1C9 1C0
00	77	0x0077	"<INSERT_B>は <INSERT_A>をすてて
<INSERT_A>を とった<WAIT_INPUT>"	"<INSERT_B>
discarded <INSERT_A>
and took <INSERT_A>.<WAIT_INPUT>"			INSERT_B NEWLINE INSERT_A NEWLINE INSERT_A WAIT_INPUT END	EA:17D4	CA C8 64 69 73 63 61 72 64 65 64 01 C4 C8 61 6E 64 01 74 6F 6F 6B 01 C4 2E C9 C0	1CA 029 001 1C4 03C 01C 022 022 1C8 1C4 03C 001 023 03E 01F 1C9 1C0
00	78	0x0078	"<INSERT_B>は
<INSERT_A>を かくとくした<WAIT>"	"<INSERT_B>
acquired <INSERT_A>.<WAIT>"			INSERT_B NEWLINE INSERT_A WAIT END	EA:17EF	CA C8 61 63 71 75 69 72 65 64 01 C4 2E C5 C0	1CA 029 1C8 1C4 03C 001 015 017 023 017 01B 01F 1C5 1C0
00	79	0x0079	SPの最大値が <NUMBER>ふえた	Max SP increased by <NUMBER>.			NUMBER END	EA:17FE	4D 61 78 01 53 50 01 69 6E 63 72 65 61 73 65 64 01 62 79 01 C2 2E C0	00D 00E 028 18A 0AC 199 084 015 001 1C2 02B 013 01F 1C0
00	7A	0x007A	力が <NUMBER>ふえた<WAIT>	Power increased by <NUMBER>.<WAIT>			NUMBER WAIT END	EA:1815	50 6F 77 65 72 01 69 6E 63 72 65 61 73 65 64 01 62 79 01 C2 2E C5 C0	107 084 015 001 1C2 02B 013 01F 1C5 1C0
00	7B	0x007B	スタミナが <NUMBER>ふえた<WAIT>	Stamina increased by <NUMBER>.<WAIT>			NUMBER WAIT END	EA:182C	53 74 61 6D 69 6E 61 01 69 6E 63 72 65 61 73 65 64 01 62 79 01 C2 2E C5 C0	04E 051 061 056 084 015 001 1C2 02B 013 01F 1C5 1C0
00	7C	0x007C	きびんさが <NUMBER>ふえた<WAIT>	Agility increased by <NUMBER>.<WAIT>			NUMBER WAIT END	EA:1845	41 67 69 6C 69 74 79 01 69 6E 63 72 65 61 73 65 64 01 62 79 01 C2 2E C5 C0	016 084 02A 03D 01A 084 015 001 1C2 02B 013 01F 1C5 1C0
00	7D	0x007D	知せいが <NUMBER>ふえた<WAIT>	Intelligence increased by <NUMBER>.<WAIT>			NUMBER WAIT END	EA:185E	49 6E 74 65 6C 6C 69 67 65 6E 63 65 01 69 6E 63 72 65 61 73 65 64 01 62 79 01 C2 2E C5 C0	15C 01D 011 084 015 001 1C2 02B 013 01F 1C5 1C0
00	7E	0x007E	ラックが <NUMBER>ふえた<WAIT>	Luck increased by <NUMBER>.<WAIT>			NUMBER WAIT END	EA:187C	4C 75 63 6B 01 69 6E 63 72 65 61 73 65 64 01 62 79 01 C2 2E C5 C0	068 070 049 084 015 001 1C2 02B 013 01F 1C5 1C0
00	7F	0x007F	<INSERT_B>を かたづけた	Defeated <INSERT_B>.			INSERT_B END	EA:1892	44 65 66 65 61 74 65 64 01 CA 2E C0	1CA 03C 001 015 01F 084 021 018 01F 1C0
00	80	0x0080	"レディは
経験値 <NUMBER>を もらった<WAIT_INPUT>"	Lady gained <NUMBER> EXP.<WAIT_INPUT>			NUMBER WAIT_INPUT END	EA:189E	4C 61 64 79 01 67 61 69 6E 65 64 01 C2 01 45 58 50 2E C9 C0	06B 084 054 075 029 1C8 183 0F3 199 001 1C2 03C 001 032 036 03E 01F 1C9 1C0
00	81	0x0081	<INSERT_A>が じめんに おちている<WAIT_INPUT>	"<INSERT_A> is
lying on the ground.<WAIT_INPUT>"			INSERT_A NEWLINE WAIT_INPUT END	EA:18B2	C4 01 69 73 C8 6C 79 69 6E 67 01 6F 6E 01 74 68 65 01 67 72 6F 75 6E 64 2E C9 C0	1C4 084 015 001 084 01B 031 03D 025 001 014 020 022 011 038 1C9 1C0
00	82	0x0082	"<INSERT_B>の <INSERT_A>を
ぜんぶ すてますか?"	"Discard all of
<INSERT_B>'s
<INSERT_A>?"			NEWLINE INSERT_B NEWLINE INSERT_A END	EA:18CD	44 69 73 63 61 72 64 01 61 6C 6C 01 6F 66 C8 CA 27 73 C8 C4 3F C0	1CA 028 001 1C4 03C 1C8 084 01D 03D 084 02B 001 01C 022 02E 01C 015 079 1C0
00	83	0x0083	"<INSERT_B>の <INSERT_A>を
すてますか?"	"Discard <INSERT_B>'s
<INSERT_A>?"			INSERT_B NEWLINE INSERT_A END	EA:18E3	44 69 73 63 61 72 64 01 CA 27 73 C8 C4 3F C0	1CA 028 001 1C4 03C 1C8 01C 022 02E 01C 015 079 1C0
00	84	0x0084	<INSERT_A>を とりませんね?	You don't want <INSERT_A>?			INSERT_A END	EA:18F2	59 6F 75 01 64 6F 6E 27 74 01 77 61 6E 74 01 C4 3F C0	1C4 03C 001 023 037 02E 01D 03D 027 079 1C0
00	85	0x0085	化け物は にげていった	The monster ran away.			END	EA:1904	54 68 65 01 6D 6F 6E 73 74 65 72 01 72 61 6E 01 61 77 61 79 2E C0	09E 018 08B 029 001 025 084 018 022 011 03E 01F 1C0
00	86	0x0086	<INSERT_B>の魔術を思い出した<WAIT>	"Remembered the spell
<INSERT_B>!<WAIT>"			NEWLINE INSERT_B WAIT END	EA:191A	52 65 6D 65 6D 62 65 72 65 64 01 74 68 65 01 73 70 65 6C 6C C8 CA 21 C5 C0	1CA 028 09A 16A 03C 10F 011 106 01B 01F 1C5 1C0
00	87	0x0087	"<INSERT_A>は
くだけて なくなってしまった<WAIT_INPUT>"	"<INSERT_A> shattered
and was destroyed.<WAIT_INPUT>"			INSERT_A NEWLINE WAIT_INPUT END	EA:1933	C4 01 73 68 61 74 74 65 72 65 64 C8 61 6E 64 01 77 61 73 01 64 65 73 74 72 6F 79 65 64 2E C9 C0	1C4 029 1C8 017 084 01F 018 022 001 024 017 024 03E 022 01B 02E 03E 01F 1C9 1C0
00	88	0x0088	<NOP><WAIT>	<NOP><WAIT>			NOP WAIT END	EA:1953	C1 C5 C0	1C1 1C5 1C0
00	89	0x0089	<NOP><WAIT_INPUT>	<NOP><WAIT_INPUT>			NOP WAIT_INPUT END	EA:1956	C1 C9 C0	1C1 1C9 1C0
00	8A	0x008A	"レディ「・・・・・・・・・・・・<PAUSE_30>
・・・・・・・・・・<PAUSE_30>"	Lady: .................<PAUSE_30> ..........<PAUSE_30>			PAUSE_30 PAUSE_30 END	EA:1959	4C 61 64 79 3A 01 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E CD 01 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E CD C0	06B 084 054 075 07D 081 081 081 081 081 081 081 081 081 081 081 081 1CD 1C8 081 081 081 081 081 081 081 081 081 081 1CD 1C0
00	8B	0x008B	<NOP>行くわ!<PAUSE_60>	<NOP>I'm going!<PAUSE_60>			NOP PAUSE_60 END	EA:197E	C1 49 27 6D 01 67 6F 69 6E 67 21 CB C0	1C1 08D 017 03B 07A 1CB 1C0
00	8C	0x008C	"<CLEAR>
!"	<CLEAR>!			CLEAR END	EA:198B	D0 21 C0	1D0 07A 1C0
00	8D	0x008D	"<CLEAR>
<INSERT_B>は
<INSERT_A>を うけとった"	"<CLEAR><INSERT_B>
received <INSERT_A>.<LINE>"			CLEAR INSERT_B NEWLINE INSERT_A LINE END	EA:198E	D0 CA C8 72 65 63 65 69 76 65 64 01 C4 2E C3 C0	1D0 1CA 029 1C8 1C4 03C 001 012 018 023 03E 01F 1C3 1C0
00	8E	0x008E	"<CLEAR>
<INSERT_B>は
<INSERT_A>を 手に入れた"	"<CLEAR><INSERT_B>
obtained <INSERT_A>.<LINE>"			CLEAR INSERT_B NEWLINE INSERT_A LINE END	EA:199E	D0 CA C8 6F 62 74 61 69 6E 65 64 01 C4 2E C3 C0	1D0 1CA 029 1C8 1C4 03C 001 177 025 08E 039 01F 1C3 1C0
00	8F	0x008F	"<CLEAR>
<INSERT_B>は
<INSERT_A>を うけとろうとした"	"<CLEAR><INSERT_B> tried
to take <INSERT_A>.<LINE>"			CLEAR INSERT_B NEWLINE INSERT_A LINE END	EA:19AE	D0 CA 01 74 72 69 65 64 C8 74 6F 01 74 61 6B 65 01 C4 2E C3 C0	1D0 1CA 029 1C8 1C4 03C 001 012 018 023 03A 012 023 01B 01F 1C3 1C0
00	90	0x0090	"<CLEAR>
しかし にもつがいっぱいで
持てなかった"	"<CLEAR>But there was no
room to carry it.<LINE>"			CLEAR NEWLINE LINE END	EA:19C3	D0 42 75 74 01 74 68 65 72 65 01 77 61 73 01 6E 6F C8 72 6F 6F 6D 01 74 6F 01 63 61 72 72 79 01 69 74 2E C3 C0	1D0 01B 015 01B 001 025 032 021 084 015 011 03E 083 029 011 084 022 1C8 0D3 022 024 015 03E 01F 1C3 1C0
00	91	0x0091	"<CLEAR>
<INSERT_B>は
<INSERT_A>を ひろおうとした"	"<CLEAR><INSERT_B> tried
to pick up <INSERT_A>.<LINE>"			CLEAR INSERT_B NEWLINE INSERT_A LINE END	EA:19E8	D0 CA 01 74 72 69 65 64 C8 74 6F 01 70 69 63 6B 01 75 70 01 C4 2E C3 C0	1D0 1CA 029 1C8 1C4 03C 001 02A 03A 014 012 023 01B 01F 1C3 1C0
00	92	0x0092	"<CLEAR>
<INSERT_B>は
<INSERT_A>を みつけた"	"<CLEAR><INSERT_B>
found <INSERT_A>.<LINE>"			CLEAR INSERT_B NEWLINE INSERT_A LINE END	EA:1A00	D0 CA C8 66 6F 75 6E 64 01 C4 2E C3 C0	1D0 1CA 029 1C8 1C4 03C 001 02F 021 018 01F 1C3 1C0
00	93	0x0093	"<CLEAR>
<INSERT_B>は
<NUMBER>エンドルを うけとった"	"<CLEAR><INSERT_B>
received <NUMBER> Endol.<LINE>"			CLEAR INSERT_B NEWLINE NUMBER LINE END	EA:1A0D	D0 CA C8 72 65 63 65 69 76 65 64 01 C2 01 45 6E 64 6F 6C 2E C3 C0	1D0 1CA 029 1C8 1C2 045 06F 084 055 06A 03C 001 012 018 023 03E 01F 1C3 1C0
00	94	0x0094	"<CLEAR>
<INSERT_B>は
<NUMBER>エンドルを 手に入れた"	"<CLEAR><INSERT_B>
obtained <NUMBER> Endol.<LINE>"			CLEAR INSERT_B NEWLINE NUMBER LINE END	EA:1A23	D0 CA C8 6F 62 74 61 69 6E 65 64 01 C2 01 45 6E 64 6F 6C 2E C3 C0	1D0 1CA 029 1C8 1C2 045 06F 084 055 06A 03C 001 177 025 08E 039 01F 1C3 1C0
00	95	0x0095	"<CLEAR>
<INSERT_B>は <NUMBER>枚の
カジノのコインを うけとった"	"<CLEAR><INSERT_B>
received <NUMBER> Casino Coins.<LINE>"			CLEAR INSERT_B NEWLINE NUMBER LINE END	EA:1A39	D0 CA C8 72 65 63 65 69 76 65 64 01 C2 01 43 61 73 69 6E 6F 01 43 6F 69 6E 73 2E C3 C0	1D0 1CA 029 001 1C2 115 028 1C8 047 084 04D 05A 028 04B 043 06F 03C 001 012 018 023 03E 01F 1C3 1C0
00	96	0x0096	"<CLEAR>
<INSERT_B>は <INSERT_A>を
装備させてもらった"	"<CLEAR><INSERT_B> was
equipped with <INSERT_A>.<LINE>"			CLEAR INSERT_B NEWLINE INSERT_A LINE END	EA:1A56	D0 CA 01 77 61 73 C8 65 71 75 69 70 70 65 64 01 77 69 74 68 01 C4 2E C3 C0	1D0 1CA 029 001 1C4 03C 1C8 0C2 0C4 01A 01D 022 032 036 03E 01F 1C3 1C0
00	97	0x0097	"<CLEAR>
<INSERT_B>は
呪われてしまった!"	"<CLEAR><INSERT_B>
was cursed!<LINE>"			CLEAR INSERT_B NEWLINE LINE END	EA:1A6F	D0 CA C8 77 61 73 01 63 75 72 73 65 64 21 C3 C0	1D0 1CA 029 1C8 12D 03B 039 022 01B 02E 03E 01F 07A 1C3 1C0
00	98	0x0098	"<CLEAR>
<INSERT_B>は <INSERT_A>を
装備させてもらおうとした
<WAIT>
<CLEAR>
しかし <INSERT_A>が
呪いで 体から はなれない"	"<CLEAR><INSERT_B> tried
to equip <INSERT_A>.<LINE><WAIT><CLEAR>But <INSERT_A> is
cursed and won't come off.<LINE>"			CLEAR INSERT_B NEWLINE INSERT_A LINE WAIT CLEAR INSERT_A NEWLINE LINE END	EA:1A7F	D0 CA 01 74 72 69 65 64 C8 74 6F 01 65 71 75 69 70 01 C4 2E C3 C5 D0 42 75 74 01 C4 01 69 73 C8 63 75 72 73 65 64 01 61 6E 64 01 77 6F 6E 27 74 01 63 6F 6D 65 01 6F 66 66 2E C3 C0	1D0 1CA 029 001 1C4 03C 1C8 0C2 0C4 01A 01D 022 032 036 014 012 023 01B 01F 1C3 1C5 1D0 01B 015 01B 001 1C4 084 015 1C8 12D 011 084 022 001 0F0 015 036 001 029 024 039 024 011 1C3 1C0
00	99	0x0099	"<CLEAR>
ハーイ"	<CLEAR>Hi!			CLEAR END	EA:1ABB	D0 48 69 21 C0	1D0 05B 078 043 1C0
00	9A	0x009A	"<CLEAR>
レディは つぼを のぞきこんだ"	<CLEAR>Lady peered into the pot.			CLEAR END	EA:1AC0	D0 4C 61 64 79 01 70 65 65 72 65 64 01 69 6E 74 6F 01 74 68 65 01 70 6F 74 2E C0	1D0 06B 084 054 075 029 001 021 084 02D 03C 001 028 084 01E 016 019 03D 084 01F 1C0
00	9B	0x009B	"<CLEAR>
しかし 何も 見つからなかった"	<CLEAR>But she found nothing.			CLEAR END	EA:1ADB	D0 42 75 74 01 73 68 65 01 66 6F 75 6E 64 01 6E 6F 74 68 69 6E 67 2E C0	1D0 01B 015 01B 001 093 032 001 090 021 015 036 024 015 03E 01F 1C0
00	9C	0x009C	"<CLEAR>
レディは タンスを しらべた"	<CLEAR>Lady searched the dresser.			CLEAR END	EA:1AF3	D0 4C 61 64 79 01 73 65 61 72 63 68 65 64 01 74 68 65 01 64 72 65 73 73 65 72 2E C0	1D0 06B 084 054 075 029 001 051 06F 04E 03C 001 01B 036 084 02C 01F 1C0
